id,property,needs_translation,default,translated
3076,CONCEPT,f,Agrobacterium rubi,
2432,CONCEPT,f,Agromyces,
93,CONCEPT,f,Alcaligenes,
602,CONCEPT,f,Alcaligenes faecalis,
1764,CONCEPT,f,Aleurisma,
1995,CONCEPT,f,Alishewanella,
2072,CONCEPT,f,Alishewanella fetalis,
1906,CONCEPT,f,Alistipes,
1619,CONCEPT,f,Alistipes putredinis,
3258,CONCEPT,f,Alkalicoccus saliphilus,
2992,CONCEPT,f,Alkalihalobacillus alcalophilus,
3093,CONCEPT,f,Alkalihalobacillus algicola,
3046,CONCEPT,f,Alkalihalobacillus macyae,
2984,CONCEPT,f,Alkalihalobacillus pseudalcaliphilus,
3230,CONCEPT,f,Alkalihalophilus pseudofirmus,
1384,CONCEPT,f,Alloiococcus,
134,CONCEPT,f,Alloiococcus otitis,
3223,CONCEPT,f,Alloprevotella tannerae,
3139,CONCEPT,f,Allorhizobium vitis,
786,CONCEPT,f,Alloscardovia,
2320,CONCEPT,f,Alloscardovia omnicolens,
2795,CONCEPT,t,Alpha-hemolytic streptococci,Alpha-hämolysierende Streptokokken
2654,CONCEPT,f,Alphainfluenzavirus influenzae,
874,CONCEPT,f,Alternaria,
1869,CONCEPT,f,Alternaria alternata,
858,CONCEPT,f,Alternaria dianthicola,
1019,CONCEPT,f,Alternaria infectoria,
1749,CONCEPT,f,Alternaria tenuissima,
2247,CONCEPT,f,Alysiella,
1658,CONCEPT,f,Alysiella crassa,
3244,CONCEPT,f,Amedibacillus dolichus,
3383,CONCEPT,f,Amesia atrobrunnea,
1492,CONCEPT,f,Amycolatopsis,
686,CONCEPT,f,Amycolatopsis orientalis,
2982,CONCEPT,f,Anaerobacillus arseniciselenatis,
337,CONCEPT,f,Anaerobiospirillum,
1871,CONCEPT,f,Anaerobiospirillum succiniciproducens,
968,CONCEPT,f,Anaerobiospirillum thomasii,
3180,CONCEPT,f,Anaerobutyricum hallii,
1925,CONCEPT,f,Anaerococcus,
814,CONCEPT,f,Anaerococcus hydrogenalis,
1772,CONCEPT,f,Anaerococcus lactolyticus,
2382,CONCEPT,f,Anaerococcus octavius,
37,CONCEPT,f,Anaerococcus prevotii,
1388,CONCEPT,f,Anaerococcus tetradius,
2031,CONCEPT,f,Anaerococcus vaginalis,
767,CONCEPT,f,Anaerorhabdus,
3051,CONCEPT,f,Anaerorhabdus furcosa,
3058,CONCEPT,f,Anaerostipes hadrus,
2123,CONCEPT,f,Anaplasma,
331,CONCEPT,f,Aneurinibacillus,
1921,CONCEPT,f,Aneurinibacillus aneurinilyticus,
3412,CONCEPT,f,Apiotrichum loubieri,
3398,CONCEPT,f,Apiotrichum mycotoxinovorans,
449,CONCEPT,f,Apophysomyces,
1828,CONCEPT,f,Apophysomyces elegans,
1554,CONCEPT,f,Aquabacterium,
14,CONCEPT,f,Aquabacterium parvum,
2436,CONCEPT,f,Arachnia propionica,
439,CONCEPT,f,Arcanobacterium,
1418,CONCEPT,f,Arcanobacterium haemolyticum,
90,CONCEPT,f,Arcanobacterium pluranimalium,
81,CONCEPT,f,Arcobacter,
2349,CONCEPT,f,Arcobacter butzleri,
875,CONCEPT,f,Arcobacter nitrofigilis,
2535,CONCEPT,f,Arsenicicoccus,
327,CONCEPT,f,Arsenicicoccus bolidensis,
1003,CONCEPT,f,Arthrobacter,
1287,CONCEPT,f,Arthrobacter agilis,
1115,CONCEPT,f,Arthrobacter citreus,
1370,CONCEPT,f,Arthrobacter crystallopoietes,
2343,CONCEPT,f,Arthrobacter flavus,
1196,CONCEPT,f,Arthrobacter gandavensis,
1477,CONCEPT,f,Arthrobacter globiformis,
1529,CONCEPT,f,Arthrobacter koreensis,
43,CONCEPT,f,Arthrobacter luteolus,
805,CONCEPT,f,Arthrobacter methylotrophus,
1085,CONCEPT,f,Arthrobacter oryzae,
2058,CONCEPT,f,Arthrobacter pascens,
1587,CONCEPT,f,Arthrobacter psychrolactophilus,
1496,CONCEPT,f,Arthrobacter ramosus,
1111,CONCEPT,f,Arthrobacter rhombi,
1808,CONCEPT,f,Arthrobacter roseus,
1638,CONCEPT,f,Arthrobacter russicus,
1175,CONCEPT,f,Arthrobacter woluwensis,
1332,CONCEPT,f,Arthroderma,
465,CONCEPT,f,Arthrographis,
3116,CONCEPT,f,Asaccharospora irregularis,
266,CONCEPT,f,Aspergillus candidus,
2205,CONCEPT,f,Aspergillus clavatus,
2048,CONCEPT,f,Aspergillus deflectus,
3406,CONCEPT,f,Aspergillus fischeri,
902,CONCEPT,f,Aspergillus flavipes,
2480,CONCEPT,f,Aspergillus flavus,
3396,CONCEPT,f,Aspergillus flavus var. oryzae,
1717,CONCEPT,f,Aspergillus fumigatus,
853,CONCEPT,f,Aspergillus glaucus,
2046,CONCEPT,f,Aspergillus nidulans,
2197,CONCEPT,f,Aspergillus niger,
1694,CONCEPT,f,Aspergillus niveus,
664,CONCEPT,f,Aspergillus ochraceus,
2150,CONCEPT,f,Aspergillus parasiticus,
1723,CONCEPT,f,Aspergillus restrictus,
2288,CONCEPT,f,Aspergillus sydowii,
976,CONCEPT,f,Aspergillus terreus,
2314,CONCEPT,f,Aspergillus ustus,
2188,CONCEPT,f,Aspergillus versicolor,
868,CONCEPT,f,Aspergillus wentii,
539,CONCEPT,f,Astroviridae,
1858,CONCEPT,f,Atopobium,
2191,CONCEPT,f,Atopobium fossor,
1742,CONCEPT,f,Atopobium minutum,
1072,CONCEPT,f,Aureimonas,
1665,CONCEPT,f,Aureimonas altamirensis,
2492,CONCEPT,f,Aureobasidium,
2964,CONCEPT,f,Aureobasidium pullulans,
2931,CONCEPT,f,Averyella,
2932,CONCEPT,f,Averyella dalhousiensis,
1400,CONCEPT,f,Azorhizobium,
1,CONCEPT,f,Azorhizobium caulinodans,
2581,CONCEPT,f,Azospirillum,
1918,CONCEPT,f,Azospirillum brasilense,
3349,CONCEPT,f,Azymocandida mycoderma,
1256,CONCEPT,f,Bacillus,
2933,CONCEPT,f,Bacillus aeolius,
2934,CONCEPT,f,Bacillus aerius,
315,CONCEPT,f,Bacillus amyloliquefaciens,
3290,CONCEPT,f,Bacillus aneurinilyticus,
2032,CONCEPT,f,Bacillus anthracis,
1796,CONCEPT,f,Bacillus atrophaeus,
1617,CONCEPT,f,Bacillus badius,
2241,CONCEPT,f,Bacillus benzoevorans,
1403,CONCEPT,f,Bacillus carboniphilus,
1202,CONCEPT,f,Bacillus cereus,
2935,CONCEPT,t,Bacillus cereus group,Bacillus cereus-Gruppe
2912,CONCEPT,f,Bacillus cytotoxicus,
130,CONCEPT,f,Bacillus decisifrondis,
1581,CONCEPT,f,Bacillus horti,
3329,CONCEPT,f,Bacillus inaquosorum,
1962,CONCEPT,f,Bacillus infantis,
2306,CONCEPT,f,Bacillus infernus,
1406,CONCEPT,f,Bacillus licheniformis,
1038,CONCEPT,f,Bacillus methanolicus,
672,CONCEPT,f,Bacillus mojavensis,
2506,CONCEPT,f,Bacillus mycoides,
2089,CONCEPT,f,Bacillus pseudomycoides,
2045,CONCEPT,f,Bacillus pumilus,
1941,CONCEPT,f,Bacillus smithii,
2560,CONCEPT,f,Bacillus sonorensis,
3213,CONCEPT,f,Bacillus spizizenii,
1364,CONCEPT,f,Bacillus subtilis,
2938,CONCEPT,t,Bacillus subtilis group,Bacillus subtilis-Gruppe
851,CONCEPT,f,Bacillus tequilensis,
2525,CONCEPT,f,Bacillus thermoamylovorans,
794,CONCEPT,f,Bacillus thermocloacae,
282,CONCEPT,f,Bacillus thuringiensis,
854,CONCEPT,f,Bacillus vallismortis,
659,CONCEPT,f,Bacillus velezensis,
44,CONCEPT,f,Bacteroides,
2408,CONCEPT,f,Bacteroides caccae,
2896,CONCEPT,f,Bacteroides denticanum,
1923,CONCEPT,f,Bacteroides eggerthii,
2899,CONCEPT,f,Bacteroides faecis,
2900,CONCEPT,f,Bacteroides fluxus,
1296,CONCEPT,f,Bacteroides fragilis,
2939,CONCEPT,t,Bacteroides fragilis group,Bacteroides fragilis-Gruppe
2902,CONCEPT,f,Bacteroides galacturonicus,
1413,CONCEPT,f,Bacteroides heparinolyticus,
772,CONCEPT,f,Bacteroides nordii,
685,CONCEPT,f,Bacteroides ovatus,
2903,CONCEPT,f,Bacteroides pectinophilus,
1217,CONCEPT,f,Bacteroides pyogenes,
2904,CONCEPT,f,Bacteroides salyersiae,
2216,CONCEPT,f,Bacteroides stercoris,
2104,CONCEPT,f,Bacteroides thetaiotaomicron,
1027,CONCEPT,f,Bacteroides uniformis,
2009,CONCEPT,f,Bacteroides zoogleoformans,
1739,CONCEPT,f,Balneatrix,
1024,CONCEPT,f,Balneatrix alpica,
1166,CONCEPT,f,Bartonella,
1010,CONCEPT,f,Bartonella bacilliformis,
264,CONCEPT,f,Bartonella clarridgeiae,
2520,CONCEPT,f,Bartonella elizabethae,
1639,CONCEPT,f,Bartonella henselae,
2075,CONCEPT,f,Bartonella quintana,
1535,CONCEPT,f,Bartonella vinsonii,
1326,CONCEPT,f,Basidiobolus,
1670,CONCEPT,f,Basidiobolus haptosporus,
1484,CONCEPT,f,Basidiobolus heterosporus,
1560,CONCEPT,f,Basidiobolus meristosporus,
873,CONCEPT,f,Basidiobolus ranarum,
141,CONCEPT,f,Beauveria,
1012,CONCEPT,f,Beauveria bassiana,
680,CONCEPT,f,Bergeyella,
494,CONCEPT,f,Bergeyella zoohelcum,
2796,CONCEPT,t,Beta-hemolytic streptococci,Beta-hämolysierende Streptokokken
2655,CONCEPT,f,Betainfluenzavirus influenzae,
2642,CONCEPT,f,Betapolyomavirus hominis,
3335,CONCEPT,f,Betapolyomavirus macacae,
2682,CONCEPT,f,Betapolyomavirus secuhominis,
3171,CONCEPT,f,Bhargavaea ginsengi,
8,CONCEPT,f,Bifidobacterium,
840,CONCEPT,f,Bifidobacterium adolescentis,
1351,CONCEPT,f,Bifidobacterium angulatum,
419,CONCEPT,f,Bifidobacterium bifidum,
1041,CONCEPT,f,Bifidobacterium breve,
330,CONCEPT,f,Bifidobacterium catenulatum,
1371,CONCEPT,f,Bifidobacterium dentium,
1734,CONCEPT,f,Bifidobacterium gallicum,
1241,CONCEPT,f,Bifidobacterium longum,
3043,CONCEPT,f,Bifidobacterium longum infantis,
3065,CONCEPT,f,Bifidobacterium longum suis,
30,CONCEPT,f,Bifidobacterium pseudocatenulatum,
1173,CONCEPT,f,Bifidobacterium scardovii,
20,CONCEPT,f,Bilophila,
2397,CONCEPT,f,Bilophila wadsworthia,
1424,CONCEPT,f,Bipolaris,
307,CONCEPT,f,Bipolaris spicifera,
3372,CONCEPT,f,Bisifusarium dimerum,
2182,CONCEPT,f,Blastoschizomyces,
1685,CONCEPT,f,Blautia,
667,CONCEPT,f,Blautia coccoides,
168,CONCEPT,f,Blautia hansenii,
631,CONCEPT,f,Blautia producta,
2690,CONCEPT,f,Bocaparvovirus,
249,CONCEPT,f,Bordetella,
189,CONCEPT,f,Bordetella avium,
79,CONCEPT,f,Bordetella bronchiseptica,
2375,CONCEPT,f,Bordetella hinzii,
1963,CONCEPT,f,Bordetella holmesii,
1859,CONCEPT,f,Bordetella parapertussis,
2174,CONCEPT,f,Bordetella pertussis,
1577,CONCEPT,f,Bordetella petrii,
1744,CONCEPT,f,Bordetella trematum,
1507,CONCEPT,f,Borrelia,
560,CONCEPT,f,Borrelia afzelii,
938,CONCEPT,f,Borrelia anserina,
834,CONCEPT,f,Borrelia burgdorferi,
162,CONCEPT,f,Borrelia caucasica,
1649,CONCEPT,f,Borrelia coriaceae,
1555,CONCEPT,f,Borrelia crocidurae,
1276,CONCEPT,f,Borrelia duttonii,
2276,CONCEPT,f,Borrelia garinii,
1950,CONCEPT,f,Borrelia hermsii,
321,CONCEPT,f,Borrelia hispanica,
1663,CONCEPT,f,Borrelia japonica,
2151,CONCEPT,f,Borrelia lusitaniae,
1070,CONCEPT,f,Borrelia mazzottii,
719,CONCEPT,f,Borrelia miyamotoi,
1989,CONCEPT,f,Borrelia parkeri,
154,CONCEPT,f,Borrelia recurrentis,
2103,CONCEPT,f,Borrelia tanukii,
1980,CONCEPT,f,Borrelia theileri,
1520,CONCEPT,f,Borrelia turicatae,
1487,CONCEPT,f,Borrelia valaisiana,
870,CONCEPT,f,Borrelia venezuelensis,
1714,CONCEPT,f,Botryodiplodia,
3038,CONCEPT,f,Bowdeniella nasicola,
1841,CONCEPT,f,Brachybacterium,
2595,CONCEPT,f,Brachybacterium muris,
128,CONCEPT,f,Brachyspira,
225,CONCEPT,f,Brachyspira aalborgi,
984,CONCEPT,f,Brachyspira pilosicoli,
493,CONCEPT,f,Brevibacillus,
962,CONCEPT,f,Brevibacillus agri,
1486,CONCEPT,f,Brevibacillus brevis,
1687,CONCEPT,f,Brevibacillus centrosporus,
1557,CONCEPT,f,Brevibacillus laterosporus,
389,CONCEPT,f,Brevibacillus parabrevis,
1251,CONCEPT,f,Brevibacterium,
75,CONCEPT,f,Brevibacterium casei,
1643,CONCEPT,f,Brevibacterium epidermidis,
721,CONCEPT,f,Brevibacterium linens,
531,CONCEPT,f,Brevibacterium luteolum,
2541,CONCEPT,f,Brevibacterium mcbrellneri,
1673,CONCEPT,f,Brevibacterium ravenspurgense,
692,CONCEPT,f,Brevibacterium sanguinis,
2985,CONCEPT,f,Brevibacterium vitaeruminis,
340,CONCEPT,f,Brevundimonas,
2548,CONCEPT,f,Brevundimonas diminuta,
2193,CONCEPT,f,Brevundimonas vesicularis,
1316,CONCEPT,f,Brucella,
3176,CONCEPT,f,Brucella anthropi,
3317,CONCEPT,f,Brucella intermedia,
556,CONCEPT,f,Brucella melitensis,
2706,CONCEPT,f,Budvicia,
2707,CONCEPT,f,Budvicia aquatica,
2419,CONCEPT,f,Bulleidia,
147,CONCEPT,f,Bulleidia extructa,
2124,CONCEPT,f,Burkholderia,
720,CONCEPT,f,Burkholderia ambifaria,
302,CONCEPT,f,Burkholderia anthina,
1933,CONCEPT,f,Burkholderia arboris,
411,CONCEPT,f,Burkholderia cenocepacia,
2117,CONCEPT,f,Burkholderia cepacia,
2940,CONCEPT,t,Burkholderia cepacia complex,Burkholderia cepacia-Komplex
1444,CONCEPT,f,Burkholderia contaminans,
1068,CONCEPT,f,Burkholderia diffusa,
1488,CONCEPT,f,Burkholderia dolosa,
1427,CONCEPT,f,Burkholderia gladioli,
251,CONCEPT,f,Burkholderia lata,
2567,CONCEPT,f,Burkholderia latens,
1150,CONCEPT,f,Burkholderia mallei,
426,CONCEPT,f,Burkholderia metallica,
2039,CONCEPT,f,Burkholderia multivorans,
2253,CONCEPT,f,Burkholderia pseudomallei,
2963,CONCEPT,f,Burkholderia pyrrocinia,
2105,CONCEPT,f,Burkholderia stabilis,
1396,CONCEPT,f,Burkholderia thailandensis,
395,CONCEPT,f,Burkholderia ubonensis,
1137,CONCEPT,f,Burkholderia vietnamiensis,
2420,CONCEPT,f,Buttiauxella,
646,CONCEPT,f,Buttiauxella agrestis,
245,CONCEPT,f,Buttiauxella brennerae,
896,CONCEPT,f,Buttiauxella ferragutiae,
2371,CONCEPT,f,Buttiauxella gaviniae,
1854,CONCEPT,f,Buttiauxella izardii,
820,CONCEPT,f,Buttiauxella noackiae,
1239,CONCEPT,f,Buttiauxella warmboldiae,
606,CONCEPT,f,Butyricimonas,
2060,CONCEPT,f,Butyricimonas virosa,
1965,CONCEPT,f,Butyrivibrio,
1022,CONCEPT,f,Butyrivibrio fibrisolvens,
1171,CONCEPT,f,Butyrivibrio hungatei,
2680,CONCEPT,f,Caliciviridae,
3334,CONCEPT,f,California encephalitis orthobunyavirus,
1229,CONCEPT,f,Campylobacter,
2220,CONCEPT,f,Campylobacter coli,
1521,CONCEPT,f,Campylobacter concisus,
1458,CONCEPT,f,Campylobacter curvus,
2381,CONCEPT,f,Campylobacter fetus,
1993,CONCEPT,f,Campylobacter fetus fetus,
1023,CONCEPT,f,Campylobacter fetus venerealis,
1074,CONCEPT,f,Campylobacter gracilis,
651,CONCEPT,f,Campylobacter helveticus,
2201,CONCEPT,f,Campylobacter hominis,
262,CONCEPT,f,Campylobacter hyointestinalis,
1874,CONCEPT,f,Campylobacter insulaenigrae,
47,CONCEPT,f,Campylobacter jejuni,
492,CONCEPT,f,Campylobacter jejuni doylei,
1461,CONCEPT,f,Campylobacter jejuni jejuni,
1746,CONCEPT,f,Campylobacter lanienae,
707,CONCEPT,f,Campylobacter lari,
441,CONCEPT,f,Campylobacter mucosalis,
95,CONCEPT,f,Campylobacter rectus,
2495,CONCEPT,f,Campylobacter showae,
2335,CONCEPT,f,Campylobacter sputorum,
22,CONCEPT,f,Campylobacter sputorum bubulus,
540,CONCEPT,f,Campylobacter sputorum sputorum,
1405,CONCEPT,f,Campylobacter upsaliensis,
471,CONCEPT,f,Campylobacter ureolyticus,
2273,CONCEPT,f,Candida albicans,
1183,CONCEPT,f,Candida auris,
2037,CONCEPT,f,Candida bracarensis,
730,CONCEPT,f,Candida brumptii,
2511,CONCEPT,f,Candida dubliniensis,
3362,CONCEPT,f,Candida duobushaemulonis,
512,CONCEPT,f,Candida fabianii,
2078,CONCEPT,f,Candida glabrata,
3380,CONCEPT,f,Candida haemuloni,
1805,CONCEPT,f,Candida inconspicua,
1466,CONCEPT,f,Candida intermedia,
1312,CONCEPT,f,Candida metapsilosis,
1322,CONCEPT,f,Candida nivariensis,
2427,CONCEPT,f,Candida orthopsilosis,
1197,CONCEPT,f,Candida parapsilosis,
2701,CONCEPT,t,Candida parapsilosis complex,Candida parapsilosis-Komplex
1055,CONCEPT,f,Candida pararugosa,
3348,CONCEPT,f,Candida pintolopesii var. pintolopesii,
550,CONCEPT,f,Candida sake,
3367,CONCEPT,f,Candida slooffiae,
181,CONCEPT,f,Candida tropicalis,
94,CONCEPT,f,Candida zeylanoides,
3135,CONCEPT,f,Canicola haemoglobinophilus,
2177,CONCEPT,f,Capnocytophaga,
29,CONCEPT,f,Capnocytophaga canimorsus,
1905,CONCEPT,f,Capnocytophaga cynodegmi,
755,CONCEPT,f,Capnocytophaga gingivalis,
1518,CONCEPT,f,Capnocytophaga granulosa,
1139,CONCEPT,f,Capnocytophaga haemolytica,
61,CONCEPT,f,Capnocytophaga ochracea,
499,CONCEPT,f,Capnocytophaga sputigena,
1020,CONCEPT,f,Cardiobacterium,
2141,CONCEPT,f,Cardiobacterium hominis,
836,CONCEPT,f,Cardiobacterium valvarum,
177,CONCEPT,f,Catenibacterium,
384,CONCEPT,f,Catenibacterium mitsuokai,
935,CONCEPT,f,Catonella,
91,CONCEPT,f,Catonella morbi,
904,CONCEPT,f,Cedecea,
459,CONCEPT,f,Cedecea davisae,
1556,CONCEPT,f,Cedecea lapagei,
1944,CONCEPT,f,Cedecea neteri,
392,CONCEPT,f,Cellulomonas,
2440,CONCEPT,f,Cellulomonas hominis,
1662,CONCEPT,f,Cellulomonas humilata,
1315,CONCEPT,f,Cellulosimicrobium,
1271,CONCEPT,f,Cellulosimicrobium cellulans,
2014,CONCEPT,f,Centipeda,
179,CONCEPT,f,Centipeda periodontii,
1231,CONCEPT,f,Cephalosporium,
2575,CONCEPT,f,Chaetomium,
1732,CONCEPT,f,Chaetomium globosum,
916,CONCEPT,f,Chikungunya virus,
2165,CONCEPT,f,Chlamydia,
3324,CONCEPT,f,Chlamydia abortus,
1758,CONCEPT,f,Chlamydia pneumoniae,
1766,CONCEPT,f,Chlamydia psittaci,
2325,CONCEPT,f,Chlamydia trachomatis,
3020,CONCEPT,f,Christensenella,
3163,CONCEPT,f,Christensenella hongkongensis,
1524,CONCEPT,f,Chromobacterium,
453,CONCEPT,f,Chromobacterium violaceum,
2384,CONCEPT,f,Chryseobacterium,
2544,CONCEPT,f,Chryseobacterium gleum,
294,CONCEPT,f,Chryseobacterium indologenes,
417,CONCEPT,f,Chryseomonas,
1254,CONCEPT,f,Chryseomonas luteola,
1457,CONCEPT,f,Chrysosporium,
1940,CONCEPT,f,Citrobacter,
1302,CONCEPT,f,Citrobacter amalonaticus,
841,CONCEPT,f,Citrobacter braakii,
292,CONCEPT,f,Citrobacter farmeri,
1430,CONCEPT,f,Citrobacter freundii,
1079,CONCEPT,f,Citrobacter gillenii,
1747,CONCEPT,f,Citrobacter koseri,
1810,CONCEPT,f,Citrobacter murliniae,
2712,CONCEPT,f,Citrobacter pasteurii,
131,CONCEPT,f,Citrobacter rodentium,
2400,CONCEPT,f,Citrobacter sedlakii,
1432,CONCEPT,f,Citrobacter werkmanii,
1014,CONCEPT,f,Citrobacter youngae,
1500,CONCEPT,f,Cladophialophora,
2224,CONCEPT,f,Cladophialophora bantiana,
1335,CONCEPT,f,Cladosporium,
729,CONCEPT,f,Cladosporium cladosporioides,
1233,CONCEPT,f,Cladosporium herbarum,
888,CONCEPT,f,Cladosporium sphaerospermum,
1127,CONCEPT,f,Clavispora,
2157,CONCEPT,f,Clavispora lusitaniae,
1382,CONCEPT,f,Clostridioides,
594,CONCEPT,f,Clostridioides difficile,
1098,CONCEPT,f,Clostridium,
2817,CONCEPT,f,Clostridium aldenense,
2818,CONCEPT,f,Clostridium amygdalinum,
2278,CONCEPT,f,Clostridium argentinense,
1511,CONCEPT,f,Clostridium baratii,
1654,CONCEPT,f,Clostridium beijerinckii,
142,CONCEPT,f,Clostridium botulinum,
3170,CONCEPT,f,Clostridium budayi,
1538,CONCEPT,f,Clostridium butyricum,
2018,CONCEPT,f,Clostridium cadaveris,
21,CONCEPT,f,Clostridium carnis,
2819,CONCEPT,f,Clostridium celatum,
2820,CONCEPT,f,Clostridium chauvoei,
1490,CONCEPT,f,Clostridium cochlearium,
253,CONCEPT,f,Clostridium cocleatum,
2823,CONCEPT,f,Clostridium combesii,
1612,CONCEPT,f,Clostridium disporicum,
224,CONCEPT,f,Clostridium fallax,
714,CONCEPT,f,Clostridium haemolyticum,
2824,CONCEPT,f,Clostridium hydrogeniformans,
1682,CONCEPT,f,Clostridium innocuum,
2249,CONCEPT,f,Clostridium intestinale,
1426,CONCEPT,f,Clostridium leptum,
1629,CONCEPT,f,Clostridium malenominatum,
3111,CONCEPT,f,Clostridium moniliforme,
2827,CONCEPT,f,Clostridium neonatale,
1078,CONCEPT,f,Clostridium novyi,
284,CONCEPT,f,Clostridium paraputrificum,
430,CONCEPT,f,Clostridium perfringens,
999,CONCEPT,f,Clostridium putrefaciens,
1091,CONCEPT,f,Clostridium ramosum,
833,CONCEPT,f,Clostridium sardiniense,
1462,CONCEPT,f,Clostridium septicum,
1966,CONCEPT,f,Clostridium spiroforme,
1129,CONCEPT,f,Clostridium sporogenes,
